,Department,CourseNumber,CourseName,StudentCount,AvgGPA
171,ARTH,260,Graffiti and Murals,73,3.15
172,ARTH,299,Contemporary Art,63,3.49
173,ARTH,403,Word and Image in Chinese Art,23,3.52
174,ASRM,210,Theory of Interest,62,3.77
175,ASRM,409,Stoch Proc for Fin & Insurance,67,3.55
176,ASRM,410,Investments and Fin Markets,58,3.4
177,ASRM,461,Loss Models,61,3.65
178,ASRM,472,Life Contingencies II,33,3.65
179,ASTR,100,Introduction to Astronomy,567,3.35
180,ASTR,121,Solar System and Worlds Beyond,136,3.28
181,ASTR,122,Stars and Galaxies,172,3.55
182,ASTR,210,Introduction to Astrophysics,73,3.17
183,ASTR,310,Computing in Astronomy,36,3.04
184,ASTR,330,Extraterrestrial Life,220,3.76
185,ASTR,405,Planetary Systems,49,2.7
186,ASTR,414,Astronomical Techniques,28,3.22
187,ATMS,100,Introduction to Meteorology,71,3.22
188,ATMS,120,Severe and Hazardous Weather,471,3.22
189,ATMS,140,Climate and Global Change,57,3.52
190,ATMS,304,Radiative Transfer-Remote Sens,29,3.29
191,ATMS,305,Computing and Data Analysis,24,3.56
192,ATMS,313,Synoptic Weather Forecasting,23,3.17
193,ATMS,314,Mesoscale Dynamics,23,2.68
194,BADM,199,Business Honors Ind Study,25,3.91
195,BADM,210,Business Analytics I,208,3.34
196,BADM,211,Business Analytics II,536,3.63
197,BADM,300,The Legal Environment of Bus,296,3.75
198,BADM,310,Mgmt and Organizational Beh,614,3.72
199,BADM,311,Leading Individuals and Teams,40,3.89
200,BADM,312,Designing and Managing Orgs,43,3.51
201,BADM,313,Strategic Human Res Management,40,3.7
202,BADM,314,Leading Negotiations,65,3.43
203,BADM,320,Principles of Marketing,395,3.89
204,BADM,322,Marketing Research,79,3.91
205,BADM,323,Marketing Communications,95,3.54
206,BADM,324,Purchasing and Supply Mgmnt,64,3.87
207,BADM,325,Consumer Behavior,70,3.84
208,BADM,326,Pricing Policies,30,3.51
209,BADM,327,Marketing to Business and Govt,25,3.87
210,BADM,329,New Product Development,36,3.79
211,BADM,335,Supply Chain Management Basics,23,3.49
212,BADM,337,Practicum in Supply Chain Mgt,57,3.97
213,BADM,340,Ethical Dilemmas of Business,72,3.69
214,BADM,350,IT for Networked Organizations,170,3.73
215,BADM,351,E-Business Management,65,3.96
216,BADM,352,Database Design and Management,139,3.84
217,BADM,353,Info Sys Analysis and Design,98,3.66
218,BADM,356,Data Science and Analytics,45,3.65
219,BADM,359,Bus Prob Form and Soln,44,3.84
220,BADM,374,Management Decision Models,64,3.61
221,BADM,375,Operations Management,97,3.83
222,BADM,378,Logistics Management,47,3.23
223,BADM,379,Business Process Improvement,27,3.72
224,BADM,380,International Business,21,3.78
225,BADM,381,Multinational Management,87,3.84
226,BADM,382,International Marketing,33,3.87
227,BADM,395,Information Security Mgmt,21,3.87
228,BADM,403,Corporate & Commercial Law,50,3.75
229,BADM,449,Business Policy and Strategy,381,3.67
230,BADM,508,Leadership and Teams,1000,3.79
231,BADM,509,Managing Organizations,769,3.77
232,BADM,520,Marketing Management,221,3.67
233,BADM,521,Marketing Strategy,41,3.64
234,BADM,524,Pricing Strategy and Tactics,24,3.7
235,BADM,543,Technology Strategy,23,3.67
236,BADM,544,Strategic Management,586,3.59
237,BADM,550,Technology Practicum,56,3.82
238,BADM,555,Info Sys Development and Mgt,27,3.8
239,BADM,564,Business Process Improvement,25,3.55
240,BADM,566,Supply Chain Management,27,3.85
241,BADM,567,Process Management,217,3.41
242,BADM,572,Stat for Mgt Decision Making,927,3.54
243,BADM,573,Decision Analytics,41,3.94
244,BADM,574,Simulation and Risk Analysis,43,3.68
245,BADM,577,Predictive Data Analytics,58,3.71
246,BADM,583,Global Supply Chain Mgmt,21,3.67
247,BADM,584,Global Marketing,49,3.79
248,BADM,589,Project Management,142,3.82
249,BADM,590,Analytics,151,3.7
250,BCOG,301,Intelligence and the Brain,27,3.49
251,BCS,115,South Slavic Cultures,54,3.49
252,BIOC,446,Physical Biochemistry,40,3.45
253,BIOC,455,Technqs Biochem & Biotech,22,3.62
254,BIOE,120,Introduction to Bioengineering,84,3.96
255,BIOE,202,Cell & Tissue Engineering Lab,50,3.36
256,BIOE,205,Signals & Systems in Bioengrg,78,3.53
257,BIOE,210,Linear Alg for Biomed Data Sci,85,3.61
258,BIOE,310,Comp Tools Bio Data,58,3.91
259,BIOE,360,Transport & Flow in Bioengrg,62,3.47
260,BIOE,414,Biomedical Instrumentation,54,3.9
261,BIOE,415,Biomedical Instrumentation Lab,53,3.97
262,BIOE,420,Intro Bio Control Systems,55,3.78
263,BIOE,479,Cancer Nanotechnology,25,3.96
264,BIOE,574,Inno/Financial Decision Making,26,3.92
265,BIOE,598,Cancer Nanotechnology,25,3.96
266,BIOP,401,Introduction to Biophysics,46,3.47
267,BTW,250,Principles Bus Comm,471,3.63
268,BTW,261,Principles Tech Comm,63,3.49
269,BUS,199,Coaching for Success,76,3.95
270,BUS,201,Business Dynamics,383,3.88
271,CEE,201,Systems Engrg & Economics,46,2.99
272,CEE,202,Engineering Risk & Uncertainty,89,3.83
273,CEE,300,Behavior of Materials,89,3.15
274,CEE,310,Transportation Engineering,37,2.89
275,CEE,320,Construction Engineering,91,3.58
276,CEE,330,Environmental Engineering,120,3.5
277,CEE,350,Water Resources Engineering,30,3.49
278,CEE,360,Structural Engineering,42,3.37
279,CEE,380,Geotechnical Engineering,43,2.64
280,CEE,415,Geometric Design of Roads,25,3.2
281,CEE,418,Public Transportation Systems,24,3.42
282,CEE,420,Construction Productivity,126,3.54
283,CEE,421,Construction Planning,45,3.35
284,CEE,433,Water Technology and Policy,47,3.2
285,CEE,437,Water Quality Engineering,24,3.15
286,CEE,440,Fate Cleanup Environ Pollutant,22,3.76
287,CEE,449,Environmental Engineering Lab,36,3.5
288,CEE,452,Hydraulic Analysis and Design,26,3.68
289,CEE,453,Urban Hydrology and Hydraulics,26,3.35
290,CEE,460,Steel Structures I,50,3.36
291,CEE,461,Reinforced Concrete I,80,3.07
292,CEE,462,Steel Structures II,48,3.66
293,CEE,465,Design of Structural Systems,28,3.54
294,CEE,468,Prestressed Concrete,25,3.84
295,CEE,470,Structural Analysis,39,3.45
296,CEE,498,Construction Safety,107,3.81
297,CEE,526,Construction Optimization,56,3.88
298,CEE,570,Finite Element Methods,50,2.98
299,CEE,598,Building Information Modeling,58,3.93
300,CHBE,221,Principles of CHE,31,2.96
301,CHBE,321,Thermodynamics,129,3.48
302,CHBE,421,Momentum and Heat Transfer,38,2.9
303,CHBE,422,Mass Transfer Operations,104,2.89
304,CHBE,424,Chemical Reaction Engineering,92,2.85
305,CHBE,431,Process Design,56,2.98
306,CHBE,440,Process Control and Dynamics,68,3.51
307,CHBE,453,Electrochemical Engineering,58,3.85
308,CHBE,455,Polymer Synthesis,22,3.18
309,CHBE,494,Statistics in Chemical Engrg,25,3.68
310,CHBE,523,Heat and Mass Transfer,21,3.48
311,CHEM,101,Introductory Chemistry,163,2.52
312,CHEM,102,General Chemistry I,917,2.56
313,CHEM,103,General Chemistry Lab I,960,3.44
314,CHEM,104,General Chemistry II,985,3.01
315,CHEM,105,General Chemistry Lab II,1008,3.66
316,CHEM,108,"Chemistry, Everyday Phenomena",46,3.83
317,CHEM,199,Undergraduate Open Seminar,383,3.94
318,CHEM,204,Accelerated Chemistry II,128,2.63
319,CHEM,205,Accelerated Chemistry Lab II,117,3.38
320,CHEM,232,Elementary Organic Chemistry I,431,2.89
321,CHEM,233,Elementary Organic Chem Lab I,477,3.74
322,CHEM,236,Fundamental Organic Chem I,57,2.73
323,CHEM,237,Structure and Synthesis,51,2.88
324,CHEM,312,Inorganic Chemistry,51,3.59
325,CHEM,315,Instrumental Chem Systems Lab,77,3.39
326,CHEM,317,Inorganic Chemistry Lab,27,3.14
327,CHEM,332,Elementary Organic Chem II,244,3.22
328,CHEM,360,Chemistry of the Environment,183,3.87
329,CHEM,420,Instrumental Characterization,66,2.83
330,CHEM,436,Fundamental Organic Chem II,91,3.28
331,CHEM,437,Organic Chemistry Lab,21,3.35
332,CHEM,440,Physical Chemistry Principles,39,3.14
333,CHEM,442,Physical Chemistry I,49,3.79
334,CHEM,474,Drug Discovery & Development,80,3.23
335,CHEM,524,Electrochemical Methods,30,3.68
336,CHEM,530,Structure and Spectroscopy,41,3.51
337,CHEM,576,Computational Chemical Biology,22,3.88
338,CHEM,588,Physical Methods Mat Chem,25,3.84
339,CHLH,100,Contemporary Health,117,3.65
340,CHLH,101,Introduction to Public Health,713,3.46
341,CHLH,125,Orientation KIN & Comm Health,89,3.74
342,CHLH,200,Mental Health,80,3.69
343,CHLH,201,Public Health Research Methods,107,3.34
344,CHLH,206,Human Sexuality,880,3.33
345,CHLH,210,Community Health Organizations,115,3.28
346,CHLH,243,Drug Use and Abuse,1324,3.77
347,CHLH,250,Health Care Systems,131,3.51
348,CHLH,260,Introduction to Medical Ethics,196,3.81
349,CHLH,274,Introduction to Epidemiology,468,3.24
350,CHLH,304,Foundations of Health Behavior,154,3.38
351,CHLH,380,Orientation to Internship,104,3.74
352,CHLH,407,"Disability, Culture & Society",28,3.82
353,CHLH,409,Women's Health,53,3.83
354,CHLH,410,Public Health Practice,129,3.72
355,CHLH,415,International Health,46,3.27
356,CHLH,421,Health Data Analysis,92,3.28
357,CHLH,455,Health Services Financing,50,3.97
358,CHLH,457,Health Planning,66,3.84
359,CHLH,458,Health Administration,70,3.43
360,CHLH,469,Environmental Health,31,3.81
361,CHLH,573,Biostatistics in Public Health,31,3.57
362,CI,401,Intro Tchg in a Diverse Societ,51,3.77
363,CI,404,Tchg and Assessing Sec Sch Stu,21,3.71
364,CI,407,Thry Prac in Elem Schl Tchg II,68,3.87
365,CI,415,"Lang Varieties,Cult,& Learning",55,3.91
366,CI,424,Child Development & Technology,28,3.85
367,CI,432,Invest Approach Elem Math Inst,22,3.92
368,CI,448,Tchg Elem Social Studies,24,3.89
369,CI,473,Disciplinary Literacy,80,3.98
370,CI,475,Teach Elem Rdg & Lang Arts I,68,3.68
371,CI,477,Biling ESL Methods & Material,24,3.94
372,CI,550,Methods of Educational Inquiry,72,3.87
373,CLCV,100,Vocab Building-GRK & LAT Roots,52,2.3
374,CLCV,102,Medical Terms-GRK & LAT Roots,315,3.8
375,CLCV,111,Mythology of Greece and Rome,39,3.66
376,CLCV,115,Mythology of Greece and Rome,477,3.74
377,CLCV,116,The Roman Achievement,105,3.54
378,CLCV,120,Crisis and Transformation,48,3.74
379,CLCV,132,"Class Archaeology, Rome-Italy",27,3.25
380,CLCV,160,Ancient Greek & Roman Religion,29,3.71
381,CLCV,224,Amer Race&Ethnicity ClasicTrad,182,3.86
382,CMN,101,Public Speaking,586,3.25
383,CMN,102,Intro to Comm Theory & Res,231,3.39
384,CMN,112,Oral & Written Comm II,173,3.75
385,CMN,210,Public Comm in Everyday Life,131,3.02
386,CMN,211,Business Communication,24,3.33
387,CMN,212,Intro to Organizational Comm,60,3.56
388,CMN,213,Small Group Communication,60,3.73
389,CMN,215,Interviewing,22,3.88
390,CMN,220,Communicating Public Policy,21,3.37
391,CMN,230,Intro to Interpersonal Comm,147,2.95
392,CMN,232,Intro to Intercultural Comm,77,3.31
393,CMN,250,Social Movement Communication,25,3.83
394,CMN,260,Intro to Health Communication,117,3.34
395,CMN,277,Intro to Mediated Comm,79,3.52
396,CMN,280,Comm Technology & Society,44,2.7
397,CMN,321,Strategies of Persuasion,91,3.36
398,CMN,326,Mass Media and the Audience,58,3.25
399,CMN,336,Family Communication,61,3.45
400,CMN,340,Visual Politics,49,3.6
401,CMN,368,Sexual Communication,195,3.43
402,CMN,375,World Making: Past & Future,100,3.43
403,CMN,396,Risk Communication,220,3.11
404,CMN,410,Workplace Comm Technology,31,3.59
405,CMN,413,Adv Small Group Communication,28,3.66
406,CMN,421,Persuasion Theory & Research,23,3.0
407,CMN,463,Organizational Health Comm,41,3.4
408,CMN,465,Social Marketing Health&Behav,29,3.37
409,CPSC,112,Introduction to Crop Sciences,63,3.43
410,CPSC,116,The Global Food Production Web,207,3.79
411,CPSC,117,Agric. & Science of Coffee,66,3.93
412,CPSC,131,Agriculture in Mythology,524,3.71
413,CPSC,261,Biotechnology in Agriculture,31,2.68
414,CPSC,418,Crop Growth and Management,53,3.64
415,CPSC,431,Plants and Global Change,44,3.63
416,CPSC,440,Applied Statistical Methods I,73,3.59
417,CPSC,543,Appl. Multivariate Statistics,35,3.93
418,CS,101,Intro Computing: Engrg & Sci,657,3.78
419,CS,105,Intro Computing: Non-Tech,541,3.41
420,CS,125,Intro to Computer Science,369,3.53
421,CS,126,Software Design Studio,307,3.66
422,CS,199,Python for Data,31,3.98
423,CS,210,Ethical & Professional Issues,98,3.8
424,CS,233,Computer Architecture,286,3.48
425,CS,242,Programming Studio,109,3.49
426,CS,357,Numerical Methods I,342,3.3
427,CS,361,Prob & Stat for Computer Sci,190,3.5
428,CS,411,Database Systems,289,3.8
429,CS,412,Introduction to Data Mining,369,3.46
430,CS,418,Interactive Computer Graphics,88,3.63
431,CS,421,Progrmg Languages & Compilers,295,3.79
432,CS,423,Operating Systems Design,61,3.63
433,CS,425,Distributed Systems,147,3.05
434,CS,433,Computer System Organization,23,3.8
435,CS,440,Artificial Intelligence,303,3.64
436,CS,445,Computational Photography,217,3.59
437,CS,446,Machine Learning,259,3.48
438,CS,450,Numerical Analysis,114,3.43
439,CS,461,Computer Security I,143,2.9
440,CS,463,Computer Security II,38,3.86
441,CS,466,Introduction to Bioinformatics,96,3.95
442,CS,477,Formal Software Devel Methods,33,3.89
443,CS,484,Parallel Programming,57,3.43
444,CS,498,Virtual Reality,875,3.7
445,CS,512,Data Mining Principles,70,3.65
446,CS,555,Numerical Methods for PDEs,29,3.68
447,CS,563,Advanced Computer Security,37,3.2
448,CS,579,Computational Complexity,24,3.51
449,CS,598,Probabilistic Graphical Models,219,3.65
450,CW,100,Intro to Creative Writing,68,3.78
451,CWL,242,Modern Masterpieces West Cultr,57,3.85
452,DANC,100,Intro to Contemporary Dance,320,3.79
453,DANC,112,Hip Hop,21,3.81
454,DANC,160,Beg Contemp Modern Tech Core,22,3.89
455,DANC,201,Yoga Practicum,22,3.62
456,DANC,259,Contact Improv for Act/Mus/Dan,22,3.95
457,DANC,260,Int Contemp Modern Tech Core,24,3.39
458,EALC,230,Pop Cultures Contemp East Asia,56,3.75
459,ECE,110,Introduction to Electronics,436,3.56
460,ECE,120,Introduction to Computing,221,3.27
461,ECE,205,Electrical & Electronic Ckts,279,3.25
462,ECE,206,Electrical & Electronics Lab,204,3.89
463,ECE,210,Analog Signal Processing,231,2.64
464,ECE,310,Digital Signal Processing,215,3.36
465,ECE,311,Digital Signal Processing Lab,123,3.64
466,ECE,313,Probability with Engrg Applic,187,2.76
467,ECE,314,Probability in Engineering Lab,84,3.67
468,ECE,316,Ethics and Engineering,62,3.75
469,ECE,317,ECE Technology & Management,25,3.79
470,ECE,329,Fields and Waves I,61,3.02
471,ECE,330,Power Ckts & Electromechanics,111,3.29
472,ECE,333,Green Electric Energy,79,3.16
473,ECE,340,Semiconductor Electronics,109,2.73
474,ECE,342,Electronic Circuits,92,3.61
475,ECE,365,Data Science and Engineering,48,3.69
476,ECE,385,Digital Systems Laboratory,292,3.38
477,ECE,391,Computer Systems Engineering,184,3.0
478,ECE,402,Electronic Music Synthesis,45,3.59
479,ECE,408,Applied Parallel Programming,92,3.42
480,ECE,411,Computer Organization & Design,95,3.2
481,ECE,416,Biosensors,39,3.56
482,ECE,420,Embedded DSP Laboratory,30,3.76
483,ECE,431,Electric Machinery,35,3.35
484,ECE,434,Mobile Computing & Application,53,3.71
485,ECE,437,Sensors and Instrumentation,24,3.79
486,ECE,441,Physcs & Modeling Semicond Dev,21,3.43
487,ECE,444,IC Device Theory & Fabrication,50,3.43
488,ECE,445,Senior Design Project Lab,213,3.65
489,ECE,455,Optical Electronics,28,3.23
490,ECE,460,Optical Imaging,21,3.81
491,ECE,470,Introduction to Robotics,91,3.73
492,ECE,481,Nanotechnology,28,3.61
493,ECE,483,Analog IC Design,24,3.42
494,ECE,486,Control Systems,75,3.33
495,ECE,490,Introduction to Optimization,48,3.73
496,ECE,498,Principles of Safe Autonomy,113,3.18
497,ECE,515,Control System Theory & Design,28,3.5
498,ECE,520,EM Waves & Radiating Systems,25,3.52
499,ECE,528,Analysis of Nonlinear Systems,22,3.91
500,ECE,534,Random Processes,50,3.76
501,ECE,546,Advanced Signal Integrity,25,3.89
502,ECE,549,Computer Vision,161,3.75
503,ECE,586,"MDPs, Reinforcement Learning",30,3.81
504,ECE,598,Principles of Blockchains,74,3.9
505,ECON,102,Microeconomic Principles,1123,3.83
506,ECON,199,Introduction to Game Theory,33,3.89
507,ECON,202,Economic Statistics I,114,3.04
508,ECON,203,Economic Statistics II,374,2.83
509,ECON,302,Inter Microeconomic Theory,622,3.17
510,ECON,303,Inter Macroeconomic Theory,205,3.1
511,ECON,402,American Economic History,31,3.0
512,ECON,411,Public Sector Economics,67,3.17
513,ECON,418,Health Economics,38,3.38
514,ECON,420,International Economics,60,3.15
515,ECON,426,Monetary Economics and Policy,33,3.13
516,ECON,437,Game Theory,67,3.43
517,ECON,447,Economics of the Workplace,50,3.49
518,ECON,448,Employee Comp & Incentives,52,3.51
519,ECON,453,Econ Middle East & N. Africa,32,3.77
520,ECON,471,Intro to Applied Econometrics,152,2.86
521,ECON,474,Econometrics of Policy Eval,30,3.4
522,ECON,475,Economic Forecasting,75,3.56
523,ECON,480,Industrial Comp and Monopoly,34,3.0
524,ECON,484,Law and Economics,30,3.84
525,ECON,490,Econ of the Digital Economy,250,3.3
526,ECON,501,Macroeconomics,43,3.79
527,ECON,503,Econometrics,84,3.68
528,ECON,514,International Financial,33,3.59
529,ECON,517,Monetary Policy,38,3.66
530,ECON,528,Microeconomics for Business,1012,3.69
531,ECON,529,Macroeconomics for Business,452,3.67
532,ECON,535,Econometric Analysis II,31,3.8
533,ECON,590,Advanced Student Seminar,30,3.91
534,EDUC,201,Identity and Difference in Edu,137,3.85
535,EDUC,202,Social Justice Sch & Society,115,3.65
536,ENG,198,Technical Communication,33,3.97
537,ENG,398,ELA Leadership Training,26,3.96
538,ENG,471,Seminar Energy & Sustain Engrg,43,3.73
539,ENG,571,Theory Energy & Sustain Engrg,28,3.75
540,ENG,598,Teaching and Leadership,27,3.7
541,ENGL,104,Introduction to Film,104,3.43
542,ENGL,109,Intro to Fiction-ACP,90,3.46
543,ENGL,119,Harry Potter and More,25,3.92
544,ENGL,200,Intro to Lit and Culture,24,3.85
545,ENGL,202,Medieval Lit and Culture,22,3.68
546,ENGL,206,Enlightenment Lit and Culture,22,3.47
547,ENGL,218,Introduction to Shakespeare,28,3.79
548,ENGL,219,Global Epidemics,25,3.09
549,ENGL,245,The Short Story,27,3.24
550,ENGL,250,19th-Century American Fiction,24,3.54
551,ENGL,260,Modern African American Lit,29,3.83
552,ENGL,285,Postcolonial Lit in English,26,3.76
553,ENGL,301,Intro to Critical Theory,73,3.73
554,ENGL,325,Queer Migrations,24,3.65
555,ENGL,350,Writing about Lit Text Culture,46,3.63
