,Department,CourseNumber,CourseName,StudentCount,AvgGPA
184,ATMS,140,Climate and Global Change,93,3.32
185,ATMS,302,Atmospheric Dynamics I,24,3.28
186,ATMS,421,Earth Systems Modeling,30,3.46
187,BADM,210,Business Analytics I,439,3.45
188,BADM,211,Business Analytics II,181,3.52
189,BADM,275,Operations Management,308,3.86
190,BADM,300,The Legal Environment of Bus,476,3.73
191,BADM,310,Mgmt and Organizational Beh,744,3.7
192,BADM,311,Leading Individuals and Teams,24,3.88
193,BADM,312,Designing and Managing Orgs,91,3.58
194,BADM,313,Strategic Human Res Management,29,3.79
195,BADM,314,Leading Negotiations,57,3.52
196,BADM,320,Principles of Marketing,1033,3.93
197,BADM,321,Principles of Retailing,31,3.91
198,BADM,322,Marketing Research,117,3.83
199,BADM,323,Marketing Communications,38,3.83
200,BADM,324,Purchasing and Supply Mgmnt,56,3.92
201,BADM,325,Consumer Behavior,73,3.91
202,BADM,327,Marketing to Business and Govt,30,3.81
203,BADM,329,New Product Development,25,3.76
204,BADM,335,Supply Chain Management Basics,43,3.5
205,BADM,336,Modeling the Supply Chain,32,3.88
206,BADM,340,Ethical Dilemmas of Business,79,3.92
207,BADM,350,IT for Networked Organizations,258,3.59
208,BADM,351,Social Media Strategy,65,3.81
209,BADM,352,Database Design and Management,65,3.93
210,BADM,353,Info Sys Analysis and Design,103,3.8
211,BADM,356,Data Science and Analytics,47,3.92
212,BADM,374,Management Decision Models,75,3.55
213,BADM,375,Operations Management,129,3.71
214,BADM,377,Project Management,37,3.66
215,BADM,378,Logistics Management,40,3.22
216,BADM,380,International Business,41,3.71
217,BADM,395,UX/Interaction Design,37,3.82
218,BADM,403,Corporate & Commercial Law,32,3.9
219,BADM,420,Advanced Marketing Management,46,3.64
220,BADM,446,Entrep: New Venture Creation,22,3.86
221,BADM,449,Business Policy and Strategy,387,3.73
222,BADM,453,Business Intelligence,27,3.84
223,BADM,460,Business Process Modeling,64,3.91
224,BADM,508,Leadership and Teams,1091,3.75
225,BADM,509,Managing Organizations,1474,3.72
226,BADM,513,Communication Strategy in Bus,46,3.94
227,BADM,514,Managing Innovation,29,3.62
228,BADM,520,Marketing Management,762,3.77
229,BADM,525,New Product Development,26,3.77
230,BADM,554,Enterprise Database Management,60,3.56
231,BADM,567,Process Management,1030,3.53
232,BADM,572,Stat for Mgt Decision Making,1130,3.61
233,BADM,582,Multinational Management,36,3.93
234,BADM,590,Negotiations,83,3.7
235,BCOG,100,Intro to Brain & Cognitive Sci,30,3.56
236,BCS,115,South Slavic Cultures,48,3.55
237,BIOE,100,Undergraduate Open Seminar,87,3.97
238,BIOE,201,Conservation Principles Bioeng,95,3.78
239,BIOE,202,Cell & Tissue Engineering Lab,28,3.62
240,BIOE,206,Cellular Bioengineering,97,3.58
241,BIOE,302,Modeling Human Physiology,77,3.71
242,BIOE,414,Biomedical Instrumentation,51,3.82
243,BIOE,415,Biomedical Instrumentation Lab,23,3.78
244,BIOE,435,Senior Design I,27,3.78
245,BIOE,476,Tissue Engineering,96,3.81
246,BIOE,573,Managing Business Operations,22,3.58
247,BIOE,575,Capstone Project,24,3.86
248,BIOP,401,Introduction to Biophysics,35,3.69
249,BTW,250,Principles Bus Comm,212,3.81
250,BTW,261,Principles Tech Comm,22,3.64
251,BTW,271,Persuasive Writing,22,3.64
252,BUS,101,Prof Responsibility & Business,136,3.87
253,BUS,199,Coaching for Success,28,3.94
254,BUS,201,Business Dynamics,433,3.89
255,BUS,301,Business in Action,21,3.89
256,CEE,195,About Civil Engineering,77,3.39
257,CEE,198,Project Based Learning,93,3.53
258,CEE,201,Systems Engrg & Economics,110,3.42
259,CEE,202,Engineering Risk & Uncertainty,68,3.53
260,CEE,300,Behavior of Materials,68,2.66
261,CEE,320,Construction Engineering,82,3.53
262,CEE,330,Environmental Engineering,95,3.64
263,CEE,340,Energy and Global Environment,32,3.3
264,CEE,350,Water Resources Engineering,25,3.49
265,CEE,360,Structural Engineering,56,3.8
266,CEE,380,Geotechnical Engineering,77,3.19
267,CEE,421,Construction Planning,76,3.5
268,CEE,422,Construction Cost Analysis,81,3.38
269,CEE,434,Environmental Systems I,34,3.19
270,CEE,442,"Env Eng Principles, Physical",30,3.47
271,CEE,443,"Env Eng Principles, Chemical",21,3.67
272,CEE,460,Steel Structures I,51,3.58
273,CEE,461,Reinforced Concrete I,25,3.31
274,CEE,463,Reinforced Concrete II,53,3.6
275,CEE,471,Structural Mechanics,51,3.05
276,CEE,472,Structural Dynamics I,49,3.6
277,CEE,491,Decision and Risk Analysis,21,3.21
278,CEE,493,Sustainable Design Eng Tech,45,3.75
279,CEE,498,Data Science for CEE,92,3.71
280,CEE,525,Construction Case Studies,45,3.68
281,CEE,574,Probabilistic Loads and Design,28,3.66
282,CEE,598,Structural Design Optimization,33,3.73
283,CHBE,101,Hidden World of Engineering,26,3.76
284,CHBE,221,Principles of CHE,124,3.13
285,CHBE,321,Thermodynamics,55,2.91
286,CHBE,421,Momentum and Heat Transfer,109,3.39
287,CHBE,422,Mass Transfer Operations,35,3.03
288,CHBE,430,Unit Operations Laboratory,71,3.22
289,CHBE,431,Process Design,81,3.15
290,CHBE,440,Process Control and Dynamics,70,3.19
291,CHBE,476,Biotransport,76,3.7
292,CHBE,494,Assembly of Functional Materia,89,3.41
293,CHBE,521,Applied Mathematics in CHBE,28,3.39
294,CHBE,525,Stat Thermo Chem Eng,25,3.63
295,CHEM,101,Introductory Chemistry,885,2.71
296,CHEM,102,General Chemistry I,1726,2.63
297,CHEM,103,General Chemistry Lab I,1872,3.49
298,CHEM,104,General Chemistry II,630,2.74
299,CHEM,105,General Chemistry Lab II,765,3.55
300,CHEM,199,Undergraduate Open Seminar,406,3.87
301,CHEM,202,Accelerated Chemistry I,143,2.85
302,CHEM,203,Accelerated Chemistry Lab I,131,3.32
303,CHEM,222,Quantitative Analysis Lecture,129,3.85
304,CHEM,223,Quantitative Analysis Lab,80,3.09
305,CHEM,232,Elementary Organic Chemistry I,589,3.03
306,CHEM,233,Elementary Organic Chem Lab I,461,3.64
307,CHEM,236,Fundamental Organic Chem I,136,3.17
308,CHEM,237,Structure and Synthesis,113,3.11
309,CHEM,312,Inorganic Chemistry,67,3.42
310,CHEM,315,Instrumental Chem Systems Lab,97,3.33
311,CHEM,332,Elementary Organic Chem II,139,2.9
312,CHEM,420,Instrumental Characterization,136,3.0
313,CHEM,440,Physical Chemistry Principles,98,3.5
314,CHEM,442,Physical Chemistry I,101,3.29
315,CHEM,532,Physical Organic Chemistry,27,3.46
316,CHEM,534,Advanced Organic Synthesis,21,3.32
317,CHEM,570,Concepts in Chemical Biology,29,3.52
318,CHEM,584,Introduction to Materials Chem,31,3.83
319,CHLH,100,Contemporary Health,538,3.22
320,CHLH,101,Introduction to Public Health,334,3.53
321,CHLH,125,Orientation KIN & Comm Health,147,3.67
322,CHLH,200,Mental Health,89,3.4
323,CHLH,201,Public Health Research Methods,104,2.96
324,CHLH,206,Human Sexuality,493,3.37
325,CHLH,210,Community Health Organizations,92,3.31
326,CHLH,243,Drug Use and Abuse,891,3.59
327,CHLH,244,Health Statistics,44,3.54
328,CHLH,250,Health Care Systems,86,3.66
329,CHLH,260,Introduction to Medical Ethics,241,3.69
330,CHLH,274,Introduction to Epidemiology,456,3.14
331,CHLH,304,Foundations of Health Behavior,153,3.43
332,CHLH,380,Orientation to Internship,101,3.77
333,CHLH,410,Public Health Practice,110,3.79
334,CHLH,415,International Health,31,2.95
335,CHLH,421,Health Data Analysis,102,3.35
336,CHLH,455,Health Services Financing,72,3.93
337,CHLH,456,Organization of Health Care,92,3.44
338,CHLH,457,Health Planning,64,3.84
339,CHLH,458,Health Administration,60,3.58
340,CHLH,470,"Technology, Health, and Aging",25,3.73
341,CHLH,494,Bioethics & Disability,26,3.77
342,CHLH,572,Principles of Epidemiology,40,3.44
343,CHLH,575,Chronic Disease Prevention,22,3.83
344,CHP,199,Honors Uncommon Reads,60,3.91
345,CHP,396,Gender Communication,21,3.81
346,CI,210,Intro to Digital Learning Env,27,3.8
347,CI,403,Tchg Diverse High School Stu,23,3.87
348,CI,405,Intro Tchg Elem Age Children,63,3.81
349,CI,406,Thry Prac in Elem Schl Tch I,24,3.88
350,CI,410,"Middle Schl Inst, Phil, & Str",36,3.87
351,CI,415,"Lang Varieties,Cult,& Learning",60,3.91
352,CI,430,Teaching Children Mathematics,87,3.52
353,CI,433,Found of Bilingual Educ,48,3.82
354,CI,450,Tchg Elem Science I,68,3.84
355,CI,452,Soc Stu as Action and Inquiry,22,3.89
356,CI,467,Princ Tchg Lit to Child Youth,70,3.88
357,CI,471,Princ Prac Foster Indep Rdg,41,3.86
358,CI,476,Teach Elem & Mid Lang Arts,71,3.79
359,CI,482,Social Learning and Multimedia,23,3.95
360,CI,550,Methods of Educational Inquiry,41,3.94
361,CLCV,100,Vocab Building-GRK & LAT Roots,24,1.83
362,CLCV,102,Medical Terms-GRK & LAT Roots,177,3.56
363,CLCV,111,Mythology of Greece and Rome,61,3.58
364,CLCV,114,Introduction to Greek Culture,110,2.95
365,CLCV,115,Mythology of Greece and Rome,376,3.61
366,CLCV,160,Ancient Greek & Roman Religion,27,3.62
367,CLCV,220,Animals in Literature,48,3.17
368,CLCV,221,Odysseus and Other Heroes,27,3.18
369,CLCV,224,Amer Race&Ethnicity ClasicTrad,197,3.79
370,CLCV,231,Development of Ancient Cities,112,3.28
371,CLCV,240,Gender & Sexuality Antiquity,56,3.22
372,CLCV,444,The Archaeology of Italy,29,3.78
373,CMN,102,Introduction to Communication,234,3.37
374,CMN,210,Public Comm in Everyday Life,105,3.25
375,CMN,212,Intro to Organizational Comm,59,3.56
376,CMN,213,Small Group Communication,59,3.53
377,CMN,230,Intro to Interpersonal Comm,223,3.26
378,CMN,231,Communication and Conflict,27,3.21
379,CMN,232,Intro to Intercultural Comm,122,3.54
380,CMN,250,Social Movement Communication,29,3.66
381,CMN,260,Intro to Health Communication,106,3.01
382,CMN,277,Intro to Mediated Comm,93,3.13
383,CMN,280,Comm Technology & Society,54,2.85
384,CMN,304,Communication Internship,43,3.88
385,CMN,312,Communicating for Innovation,34,3.76
386,CMN,323,Argumentation,48,3.55
387,CMN,336,Family Communication,60,3.74
388,CMN,340,Visual Politics,50,3.58
389,CMN,345,Visual Media Effects,67,3.36
390,CMN,361,Storytelling as Oral Comm,29,3.26
391,CMN,368,Sexual Communication,198,3.43
392,CMN,396,"Race, Class, Gender & Work",154,2.89
393,CMN,410,Workplace Comm Technology,34,3.55
394,CMN,413,Adv Small Group Communication,31,3.82
395,CMN,429,Race and the Mass Media,30,3.44
396,CMN,437,Comm in Personal Relationships,29,3.08
397,CMN,462,Interpersonal Health Comm,27,3.63
398,CMN,463,Organizational Health Comm,28,3.11
399,CPSC,102,Foundational Skills in CropSci,21,3.78
400,CPSC,112,Introduction to Crop Sciences,91,3.3
401,CPSC,199,Agriculture & the Environment,21,3.94
402,CPSC,226,Introduction to Weed Science,39,3.09
403,CPSC,270,Applied Entomology,23,2.91
404,CPSC,419,Midwest Agricultural Practices,31,3.57
405,CPSC,440,Applied Statistical Methods I,81,3.59
406,CPSC,441,Introduction to R Programming,27,3.75
407,CPSC,452,Advanced Plant Genetics,23,3.56
408,CPSC,498,Crop Sci Professional Develpmt,30,3.56
409,CS,100,Freshman Orientation,299,3.92
410,CS,101,Intro Computing: Engrg & Sci,434,3.82
411,CS,105,Intro Computing: Non-Tech,594,3.22
412,CS,125,Intro to Computer Science,939,3.63
413,CS,126,Software Design Studio,184,3.47
414,CS,173,Discrete Structures,409,3.35
415,CS,196,Freshman Honors,175,3.94
416,CS,210,Ethical & Professional Issues,113,3.88
417,CS,225,Data Structures,892,3.75
418,CS,233,Computer Architecture,381,3.66
419,CS,241,System Programming,279,3.54
420,CS,242,Programming Studio,71,3.63
421,CS,296,Honors Course,89,3.85
422,CS,357,Numerical Methods I,362,3.54
423,CS,361,Prob & Stat for Computer Sci,238,3.32
424,CS,374,Intro to Algs & Models of Comp,507,2.8
425,CS,410,Text Information Systems,384,3.9
426,CS,411,Database Systems,398,3.67
427,CS,412,Introduction to Data Mining,171,3.35
428,CS,418,Interactive Computer Graphics,106,3.15
429,CS,421,Progrmg Languages & Compilers,260,3.63
430,CS,424,Real-Time Systems,32,3.57
431,CS,425,Distributed Systems,304,3.68
432,CS,427,Software Engineering I,171,3.88
433,CS,433,Computer System Organization,34,3.61
434,CS,438,Communication Networks,124,3.39
435,CS,440,Artificial Intelligence,315,3.57
436,CS,445,Computational Photography,146,3.61
437,CS,446,Machine Learning,132,3.46
438,CS,447,Natural Language Processing,117,3.71
439,CS,450,Numerical Analysis,137,3.13
440,CS,461,Computer Security I,121,2.99
441,CS,465,User Interface Design,89,3.66
442,CS,466,Introduction to Bioinformatics,62,3.62
443,CS,473,Algorithms,63,3.53
444,CS,498,Internet of Things,871,3.85
445,CS,519,Scientific Visualization,127,3.75
446,CS,523,Advanced Operating Systems,44,3.75
447,CS,527,Topics in Software Engineering,31,3.83
448,CS,563,Advanced Computer Security,37,3.89
449,CS,598,Practical Statistical Learning,688,3.91
450,CW,100,Intro to Creative Writing,47,3.78
451,CWL,114,Global Consciousness and Lit,88,3.35
452,CWL,189,Lit of Asia & Africa I,22,2.96
453,CWL,211,The Arab-Israeli Conflict,32,3.62
454,CWL,241,Early Masterpieces West Cultur,92,3.61
455,DANC,100,Intro to Contemporary Dance,203,3.83
456,DANC,125,Black Dances of Resistance,27,3.62
457,DANC,200,Explore Music through Dance,84,3.64
458,EALC,230,Pop Cultures Contemp East Asia,75,3.8
459,EALC,250,Intro to Japanese Culture,65,2.42
460,ECE,110,Introduction to Electronics,389,3.42
461,ECE,120,Introduction to Computing,340,3.33
462,ECE,199,Undergraduate Open Seminar,23,3.96
463,ECE,205,Electrical & Electronic Ckts,237,3.44
464,ECE,206,Electrical & Electronics Lab,48,3.54
465,ECE,210,Analog Signal Processing,313,2.66
466,ECE,211,Analog Circuits & Systems,21,2.33
467,ECE,220,Computer Systems & Programming,188,2.99
468,ECE,310,Digital Signal Processing,158,2.74
469,ECE,311,Digital Signal Processing Lab,105,3.58
470,ECE,313,Probability with Engrg Applic,130,2.77
471,ECE,314,Probability in Engineering Lab,50,3.35
472,ECE,316,Ethics and Engineering,62,3.75
473,ECE,329,Fields and Waves I,78,2.69
474,ECE,330,Power Ckts & Electromechanics,46,2.77
475,ECE,333,Green Electric Energy,67,2.99
476,ECE,340,Semiconductor Electronics,99,2.58
477,ECE,342,Electronic Circuits,83,3.48
478,ECE,350,Fields and Waves II,27,3.46
479,ECE,365,Data Science and Engineering,29,3.46
480,ECE,380,Biomedical Imaging,21,3.48
481,ECE,385,Digital Systems Laboratory,220,3.17
482,ECE,391,Computer Systems Engineering,154,2.94
483,ECE,408,Applied Parallel Programming,255,3.07
484,ECE,411,Computer Organization & Design,97,3.04
485,ECE,417,Multimedia Signal Processing,33,3.4
486,ECE,420,Embedded DSP Laboratory,21,3.56
487,ECE,438,Communication Networks,51,3.46
488,ECE,445,Senior Design Project Lab,106,3.06
489,ECE,462,Logic Synthesis,53,3.14
490,ECE,464,Power Electronics,28,3.3
491,ECE,469,Power Electronics Laboratory,21,3.75
492,ECE,470,Introduction to Robotics,84,3.41
493,ECE,476,Power System Analysis,24,3.08
494,ECE,486,Control Systems,33,3.25
495,ECE,490,Introduction to Optimization,37,3.62
496,ECE,498,Radio-Frequency IC Design,29,3.76
497,ECE,515,Control System Theory & Design,40,3.88
498,ECE,527,System-On-Chip Design,24,3.69
499,ECE,544,Pattern Recognition,69,3.76
500,ECE,555,Control of Stochastic Systems,22,3.76
501,ECE,563,Information Theory,26,3.81
502,ECE,566,Computational Inference,22,3.65
503,ECE,598,Human-Centered Robotics,21,3.95
504,ECON,102,Microeconomic Principles,2211,3.68
505,ECON,103,Macroeconomic Principles,722,3.22
506,ECON,202,Economic Statistics I,194,2.8
507,ECON,203,Economic Statistics II,275,2.91
508,ECON,302,Inter Microeconomic Theory,397,3.05
509,ECON,303,Inter Macroeconomic Theory,213,3.09
510,ECON,402,American Economic History,34,3.19
511,ECON,411,Public Sector Economics,74,2.85
512,ECON,414,Urban Economics,33,3.22
513,ECON,415,Environmental Economics,58,3.01
514,ECON,418,Health Economics,35,3.03
515,ECON,420,International Economics,36,3.55
516,ECON,425,Macroeconomic Policy,31,3.55
517,ECON,426,Monetary Economics and Policy,74,3.37
518,ECON,437,Game Theory,40,3.74
519,ECON,440,Economics of Labor Markets,61,3.61
520,ECON,442,Women in the Economy,29,2.99
521,ECON,447,Economics of the Workplace,61,3.22
522,ECON,448,Employee Comp & Incentives,62,3.29
523,ECON,450,Development Economics,29,3.38
524,ECON,471,Intro to Applied Econometrics,105,2.71
525,ECON,474,Econometrics of Policy Eval,24,3.65
526,ECON,475,Economic Forecasting,63,3.36
527,ECON,490,International Finance,252,3.68
528,ECON,500,Microeconomics,41,3.76
529,ECON,501,Macroeconomics,32,3.39
530,ECON,502,Economic Statistics,41,3.59
531,ECON,505,Introduction to Game Theory,44,3.88
532,ECON,516,Monetary Theory,47,3.85
533,ECON,528,Microeconomics for Business,1460,3.8
534,ECON,532,Econometric Analysis I,25,3.8
535,ECON,590,Applied Econometrics for Micro,64,3.74
536,EDUC,101,Education Orientation Seminar,175,3.78
537,EDUC,201,Identity and Difference in Edu,105,3.64
538,EDUC,202,Social Justice Sch & Society,119,3.55
539,ENG,101,Engineering at Illinois,399,3.58
540,ENG,110,Comm & Pres Engr,23,3.87
541,ENG,177,Spatial Visualization,84,3.65
542,ENG,199,Intro to Engrg-ARISE,24,3.88
543,ENG,298,Success and Wellness,49,3.31
544,ENG,598,Teaching and Leadership,34,3.51
545,ENGL,103,Intro to Fiction,30,3.19
546,ENGL,104,Introduction to Film,116,3.56
547,ENGL,109,Intro to Fiction-ACP,68,3.61
548,ENGL,115,Intro to British Literature,28,3.71
549,ENGL,116,Intro to American Literature,27,3.22
550,ENGL,119,Literature of Fantasy,22,2.83
551,ENGL,200,Intro to Lit and Culture,109,3.73
552,ENGL,202,Medieval Lit and Culture,30,3.89
553,ENGL,208,Victorian Lit and Culture,28,3.56
554,ENGL,213,Modernist Lit and Culture,27,3.62
555,ENGL,218,Introduction to Shakespeare,47,3.53
