,Department,CourseNumber,CourseName,StudentCount,AvgGPA
555,ENGL,250,19thc American Fiction,21,3.49
556,ENGL,286,Asian American Literature,25,3.33
557,ENGL,300,Very Recent Fiction,46,3.23
558,ENGL,301,CriticalApproaches to Lit&Text,69,3.29
559,ENGL,310,Intro to Study of Engl Lang,31,3.36
560,ENGL,380,Self-Publishing,28,3.5
561,ENGL,402,Descriptive English Grammar,26,3.46
562,ENGL,418,Shakespeare,22,3.6
563,ENSU,310,Renewable & Alternative Energy,21,3.4
564,EOL,541,Supervision of Learning Envir,22,3.62
565,EOL,548,Poli & Cultural Context of Ed,21,3.9
566,EOL,568,"Diversity, Leadership & Policy",104,3.77
567,EOL,574,Diversity in Higher Education,28,3.56
568,EPOL,585,Ethnographic Methods in Educ,33,3.77
569,EPS,411,School and Society,27,3.31
570,EPS,529,Education and Human Rights,93,3.79
571,EPS,537,Globalizing Educational Policy,24,3.86
572,EPSY,201,Educational Psychology,170,3.76
573,EPSY,202,Exploring Cultural Diversity,67,3.17
574,EPSY,220,Career Theory and Practice,21,3.79
575,EPSY,401,Child Language and Education,21,3.6
576,EPSY,420,Theories of Psychotherapy,93,3.48
577,EPSY,480,Educational Statistics,47,3.83
578,EPSY,490,Prep for Recruitment Counselor,81,3.95
579,EPSY,553,Global Issues in Learning,30,3.88
580,EPSY,581,Applied Regression Analysis,30,3.89
581,ESE,311,Environmental Issues Today,32,3.39
582,ESE,445,Earth Resources Sustainability,42,3.25
583,FAA,102,Design Beyond Boundaries,29,3.05
584,FAA,202,Artsful Teaching through Integ,65,3.81
585,FIN,221,Corporate Finance,664,3.09
586,FIN,230,Introduction to Insurance,125,3.38
587,FIN,241,Fundamentals of Real Estate,120,3.49
588,FIN,300,Financial Markets,175,2.75
589,FIN,321,Advanced Corporate Finance,215,3.46
590,FIN,392,Investment Management Academy,31,3.74
591,FIN,411,Investment & Portfolio Mngt,90,3.74
592,FIN,412,Options and Futures Markets,41,3.08
593,FIN,423,Financing Emerging Businesses,91,3.82
594,FIN,435,Personal Wealth Management,96,3.1
595,FIN,443,Legal Issues in Real Estate,31,3.53
596,FIN,444,Urban Real Estate Valuation,36,3.73
597,FIN,446,Real Estate Financial Markets,35,3.77
598,FIN,461,Financial Intermediation,45,3.79
599,FIN,463,Investment Banking,29,3.48
600,FIN,490,Entrepreneurship Thru Acquistn,21,3.95
601,FIN,500,Introduction to Finance,53,3.88
602,FIN,512,Financial Derivatives,98,3.41
603,FIN,513,Financial Engineering I,27,3.93
604,FIN,521,Advanced Corporate Finance,30,3.53
605,FIN,527,Mergers & Acquisitions Topics,34,3.65
606,FIN,544,Urban Real Estate Valuation,21,3.78
607,FIN,546,Real Estate Financial Markets,25,3.76
608,FIN,551,International Finance,27,3.41
609,FIN,563,Investment Banking,35,3.59
610,FIN,567,Financial Risk Management,118,3.58
611,FIN,580,Corporate Finance I & II,931,3.59
612,FR,418,Language&Minorities in Europe,30,3.57
613,FSHN,101,Intro Food Science & Nutrition,230,2.91
614,FSHN,120,Contemporary Nutrition,703,3.44
615,FSHN,232,Science of Food Preparation,39,3.62
616,FSHN,260,Raw Materials for Processing,34,3.64
617,FSHN,312,Applied Microbiology Methods,43,3.75
618,FSHN,329,Communication in Nutrition,33,3.92
619,FSHN,349,Food Service Sanitation,28,3.55
620,FSHN,398,Nutritional Physiology II,53,3.44
621,FSHN,414,Food Chemistry,38,3.82
622,FSHN,418,Food Analysis,42,3.67
623,FSHN,421,Pediatric Clinical Nutrition,26,3.72
624,FSHN,426,Biochemical Nutrition I,30,3.79
625,FSHN,427,Biochemical Nutrition II,58,3.86
626,FSHN,460,Food Processing Engineering,44,3.57
627,FSHN,464,Beverage Science & Technology,23,3.75
628,FSHN,471,Food & Industrial Microbiology,67,3.47
629,FSHN,502,Advanced Sensory Science,38,3.98
630,GCL,144,Stereotypes & Discrimination,25,3.93
631,GCL,145,Black Music & Social Justice,23,3.84
632,GEOG,101,Global Development&Environment,161,3.74
633,GEOG,103,Earth's Physical Systems,53,3.14
634,GEOG,204,Cities of the World,23,3.26
635,GEOG,210,Social & Environmental Issues,55,3.45
636,GEOG,350,Sustainability and the City,28,3.49
637,GEOG,371,Spatial Analysis,29,3.03
638,GEOG,379,Intro to GIS Systems,58,3.25
639,GEOG,380,GIS II: Spatial Prob Solving,30,3.39
640,GEOG,440,Business Applications of GIS,27,3.79
641,GEOG,477,Introduction to Remote Sensing,24,3.46
642,GEOL,100,Planet Earth,43,2.82
643,GEOL,104,Geology of the National Parks,95,3.28
644,GEOL,111,Emergence of Life,200,3.09
645,GEOL,118,Natural Disasters,210,2.85
646,GEOL,440,Sedimentology and Stratigraphy,25,3.33
647,GER,102,Beginning German II,21,3.19
648,GER,103,Intermediate German I,43,2.75
649,GER,251,Grimm's Fairy Tales in Context,153,3.5
650,GER,261,The Holocaust in Context,25,3.77
651,GLBL,100,Intro to Global Studies,163,3.62
652,GLBL,270,Intro Global Markets & Society,38,3.47
653,GLBL,296,Gender & Intl Human Rights Law,73,3.66
654,GLBL,392,Int Diplomacy and Negotiation,23,3.17
655,GLBL,450,Poverty Interventions and Eval,21,3.4
656,GS,198,DGS Honors Seminar,99,3.92
657,GWS,100,Intro Gender & Women's Studies,51,2.77
658,GWS,202,Sexualities,85,3.23
659,GWS,204,Gender in Gaming,29,3.49
660,HDFS,105,Intro to Human Development,377,3.62
661,HDFS,120,Intro to Family Studies,99,3.18
662,HDFS,208,Child Fam with Special Needs,59,3.94
663,HDFS,220,Families in Global Perspective,100,3.26
664,HDFS,225,Close Relationships,46,3.48
665,HDFS,290,Intro to Research Methods,35,3.44
666,HDFS,305,Middle Childhood,50,3.43
667,HDFS,310,Adult Development,36,3.58
668,HDFS,322,US Latina and Latino Families,39,3.41
669,HDFS,408,Hospitalized Children,33,3.81
670,HDFS,420,Inequality Public Pol & US Fam,46,3.81
671,HDFS,426,Family Conflict Management,44,3.24
672,HDFS,444,"LGBT Indiv, Fam & Community",21,3.63
673,HIST,100,Global History,91,3.48
674,HIST,101,History Now!,26,2.99
675,HIST,104,Black Music,68,3.87
676,HIST,105,Latin America to Independence,33,3.37
677,HIST,110,History of Africa,34,2.87
678,HIST,120,East Asian Civilizations,21,2.33
679,HIST,135,History of Islamic Middle East,33,3.04
680,HIST,141,Western Civ to 1660,72,3.06
681,HIST,142,Western Civ Since 1660,22,3.29
682,HIST,171,US Hist to 1877,71,3.15
683,HIST,172,US Hist Since 1877,23,3.48
684,HIST,221,Modern China,24,3.81
685,HIST,241,History of Ancient Rome,95,3.66
686,HIST,251,Warfare Milit Insts & Soc,45,2.79
687,HIST,258,20thC World to Midcentury,31,3.14
688,HIST,260,History of Russia,43,3.43
689,HIST,264,Technology in Western Society,29,3.81
690,HIST,265,Science in Western Civ,29,3.25
691,HIST,273,Illinois History,30,3.44
692,HIST,274,US & World Since 1917,22,3.52
693,HIST,280,Caribbean Latina/o Migration,37,3.67
694,HIST,281,Constructing Race in America,41,3.6
695,HIST,283,Asian American History,77,3.45
696,HIST,287,African-American Women,48,3.09
697,HIST,293,The President and the People,27,3.33
698,HIST,300,Topics in Film and History,22,3.15
699,HIST,310,Global Capitalism in History,33,3.66
700,HIST,312,Immigrant America,28,3.25
701,HIST,334,Modern Palestinian History,27,3.09
702,HIST,361,Euro Thght & Soc Since 1789,24,3.32
703,HIST,374,Civil War and Reconstruction,38,3.47
704,HIST,377,United States since 1932,29,3.67
705,HIST,381,Urban History,29,3.41
706,HIST,390,Sport and Society,33,3.64
707,HIST,397,Sexuality in Modern Europe,27,3.47
708,HIST,441,The Roman Empire,27,3.65
709,HORT,106,The Sustainable Home Garden,82,3.61
710,HORT,107,Introduction to Floral Design,105,3.75
711,HORT,430,Children and Nature,124,3.38
712,HRD,411,Instruct & Train System Design,43,3.64
713,HRD,472,Learning Technologies,22,3.92
714,HRD,530,Organization Development,31,3.86
715,HRD,535,Consulting in HRD,25,3.79
716,HRD,585,Program Evaluation,39,3.69
717,IB,100,Biology in Today's World,288,3.19
718,IB,103,Introduction to Plant Biology,112,3.14
719,IB,105,Environmental Biology,63,3.42
720,IB,108,The Biology of Dinosaurs,173,3.01
721,IB,150,Organismal & Evolutionary Biol,424,3.11
722,IB,151,Organismal & Evol Biol Lab,173,3.64
723,IB,199,Undergraduate Open Seminar,89,3.91
724,IB,202,Physiology,163,3.54
725,IB,271,Organismal Biology,22,3.86
726,IB,302,Evolution,132,3.02
727,IB,329,Animal Behavior,175,3.41
728,IB,335,Systematics of Plants,22,3.23
729,IB,361,Ecology and Human Health,115,3.71
730,IB,420,Plant Physiology,28,3.8
731,IB,432,Genes and Behavior,42,3.82
732,IB,435,Critical Eval Herbal Remedies,28,3.82
733,IB,451,Conservation Biology,29,3.43
734,IB,453,Community Ecology,25,3.31
735,IB,483,Insect Pathology,28,2.84
736,IB,496,Analysis of Biological Data in,33,3.82
737,IB,532,Sustainability & Global Change,21,3.91
738,IB,536,Evolutionary Biology,28,3.95
739,IE,300,Analysis of Data,116,2.66
740,IE,310,Determin Models in Optmzation,77,3.26
741,IE,330,Industrial Quality Control,34,2.71
742,IE,340,Human Factors,45,3.73
743,IE,361,Production Planning & Control,74,3.5
744,IE,370,Stochastic Processes & Applic,64,3.46
745,IE,413,Simulation,56,2.58
746,IE,420,Financial Engineering,60,3.13
747,IE,431,Design for Six Sigma,25,3.19
748,IE,521,Convex Optimization,50,3.61
749,IE,525,Numerical Methods in Finance,60,3.48
750,IE,526,Stochastic Calculus in Finance,63,3.55
751,IHLT,102,Survey of Interdisc Health,51,3.67
752,IHLT,232,Health Disparities in the U.S.,44,3.78
753,IHLT,375,Interdis Collab in Health Serv,78,3.79
754,IHLT,474,Pre-Field Experience in Health,51,3.63
755,IHLT,475,Field Experience in i-Health,26,3.92
756,INFO,102,Little Bits to Big Ideas,215,3.48
757,INFO,202,Social Aspects Info Tech,128,2.82
758,INFO,403,Top Down Video Game Design,26,3.78
759,INFO,490,Makerspace Intro: Open Studio,202,3.51
760,IS,409,Storytelling,23,3.71
761,IS,452,Foundations Info Processing,33,3.78
762,IS,457,Introduction to Data Science,39,3.52
763,IS,458,Instruc Strat Tech Info Prof,25,3.86
764,IS,501,Info Org and Access,63,3.92
765,IS,502,Libraries Info and Society,73,3.82
766,IS,504,Reference and Info Services,27,3.85
767,IS,506,Youth Services Librarianship,24,3.83
768,IS,508,Collection Development,35,3.95
769,IS,516,School Library Media Center,22,3.69
770,IS,543,Sociotechnical Info Systems,114,3.97
771,IS,561,Information Modeling,73,3.8
772,IS,567,Academic Librarianship,26,3.74
773,IS,586,Digital Preservation,21,3.91
774,IS,590,Progr Analytics & Data Process,143,3.79
775,JOUR,200,Introduction to Journalism,195,3.04
776,JOUR,293,Digital Photography 4 Everyone,50,3.26
777,JOUR,311,Media Law,58,3.36
778,JOUR,361,Readings in Sports Journalism,31,3.45
779,JOUR,450,Media and Public Opinion,27,3.52
780,JOUR,453,Crisis Communications,56,3.61
781,JOUR,460,PHOTOJOURNALISM AND SOCIETY,53,3.23
782,KIN,103,Indoor Court Activities,36,3.84
783,KIN,104,Skating Activities,635,3.7
784,KIN,109,Team Sport Activities,85,3.87
785,KIN,122,Physical Activity and Health,717,3.34
786,KIN,125,Orientation KIN & Comm Health,82,3.83
787,KIN,140,Social Sci of Human Movement,110,2.24
788,KIN,142,Contemporary Issues in Sport,1087,3.58
789,KIN,150,Bioscience of Human Movement,108,3.13
790,KIN,201,Phys Activity Research Methods,99,3.56
791,KIN,247,Intro to Sport Psychology,690,3.81
792,KIN,249,Sport & Modern Society,1175,3.73
793,KIN,259,Motor Development and Control,72,2.57
794,KIN,268,Children's Movement,40,3.74
795,KIN,340,Soc & Psych of Phys Activity,138,3.37
796,KIN,352,Bioenergetics of Movement,115,3.29
797,KIN,355,Biomechanics of Human Movement,94,3.01
798,KIN,369,Coaching Strategies,22,3.67
799,KIN,401,Measure & Eval in Kinesiology,45,3.72
800,KIN,443,Psychophysiology in Ex & Sport,73,3.71
801,KIN,494,Physiology of High Performance,29,3.61
802,LA,221,History of the Prison,77,3.03
803,LA,222,Islamic Gardens & Architecture,76,2.92
804,LA,314,History of World Landscapes,105,3.47
805,LAS,399,Leadership & Prof Development,82,3.87
806,LAW,302,Transitional Justice,25,2.93
807,LAW,303,Living the Law,40,3.68
808,LAW,601,Contracts,81,3.2
809,LAW,602,Property,40,3.2
810,LAW,604,Criminal Law,21,3.19
811,LAW,606,Constitutional Law I,121,3.17
812,LAW,607,Civil Procedure,80,3.22
813,LAW,610,Introduction to Advocacy,87,3.19
814,LAW,616,Environmental Law and Pol I,23,3.51
815,LAW,624,Real Estate Finance,21,3.41
816,LAW,631,Secured Transactions,47,3.39
817,LAW,633,Business Associations I,27,3.42
818,LAW,638,White Collar Crime,38,3.47
819,LAW,639,Corporate Finance,22,3.48
820,LAW,644,Copyright Law,30,3.29
821,LAW,664,Employment Discrimination,24,3.39
822,LAW,670,Elder Law,52,3.4
823,LAW,680,Professional Responsibility,66,3.34
824,LAW,682,Evidence,40,3.4
825,LAW,685,Dispute Resolution,21,3.29
826,LAW,792,Advanced Legal Research,86,3.41
827,LAW,794,Mergers & Acquisitions,74,3.41
828,LAW,795,International Criminal Law,21,3.36
829,LER,100,Introduction to Labor Studies,98,2.27
830,LER,110,Labor and Social Movements,28,2.44
831,LER,120,Contemporary Labor Problems,22,1.8
832,LER,542,Collective Bargaining,55,3.86
833,LER,565,HR Management and Strategy,24,3.74
834,LER,567,Negotiation in HR Decisions,31,3.9
835,LER,568,Firm Performance and HR,34,3.3
836,LER,569,Power & Influence in HRM,40,3.85
837,LER,590,"Work, Family and Orgnizations",361,3.77
838,LER,591,Employment Relations Systems,22,3.82
839,LER,593,Quantitative Methods in LER,23,3.77
840,LER,595,Managing Diversity Globally,27,3.75
841,LING,100,Intro to Language Science,78,3.43
842,LING,111,Language in Globalization,70,3.3
843,LING,210,Language History,29,3.62
844,LING,225,"Language, Mind, and Brain",35,3.14
845,LING,270,"Language, Technology & Society",28,3.37
846,LING,301,Elements of Syntax,34,2.18
847,LING,302,Elements of Phonology,35,2.7
848,LING,307,Elmnts Semantics & Pragmatics,37,2.92
849,LING,406,Intro to Computational Ling,58,3.59
850,LING,490,Special Topics in Linguistics,32,3.55
851,LLS,100,Intro Latina/Latino Studies,98,3.32
852,LLS,240,Latina/o Popular Culture,28,3.27
853,LLS,265,Politics of Hip Hop,35,3.67
854,LLS,279,Mexican-American History,50,3.5
855,LLS,343,Criminalization and Punishment,22,3.21
856,MACS,100,Intro to Popular TV & Movies,293,3.55
857,MACS,101,Intro to the Media,494,3.58
858,MACS,203,Contemporary Movies,43,3.17
859,MACS,224,Sportsmedia Technology Culture,23,3.83
860,MACS,262,Survey of World Cinema II,24,2.93
861,MACS,264,Creative and Info Economies,35,3.61
862,MACS,320,Popular Culture,30,3.0
863,MACS,323,Video and Audio Postproduction,25,3.69
864,MACS,326,"New Media, Culture & Society",33,3.34
865,MACS,351,Social Aspects of Media,23,3.33
866,MACS,356,Sex & Gender in Popular Media,52,2.54
867,MACS,496,American Movies of the 1980's,22,3.46
868,MATH,103,Theory of Arithmetic,37,3.59
869,MATH,112,Algebra,44,1.87
870,MATH,115,Preparation for Calculus,129,2.55
871,MATH,117,Elementary Mathematics,26,3.74
872,MATH,124,Finite Mathematics,69,2.41
873,MATH,181,A Mathematical World,29,3.07
874,MATH,199,Undergraduate Open Seminar,24,3.83
875,MATH,213,Basic Discrete Mathematics,99,3.45
876,MATH,220,Calculus,504,2.12
877,MATH,225,Introductory Matrix Theory,381,3.06
878,MATH,231,Calculus II,940,2.77
879,MATH,234,Calculus for Business I,630,2.55
880,MATH,241,Calculus III,910,2.69
881,MATH,285,Intro Differential Equations,658,3.02
882,MATH,286,Intro to Differential Eq Plus,260,3.2
883,MATH,347,Fundamental Mathematics,163,2.87
884,MATH,402,Non Euclidean Geometry,30,2.88
885,MATH,403,Euclidean Geometry,25,3.57
886,MATH,412,Graph Theory,34,3.32
887,MATH,413,Intro to Combinatorics,84,3.01
888,MATH,415,Applied Linear Algebra,814,2.88
889,MATH,416,Abstract Linear Algebra,143,3.15
890,MATH,417,Intro to Abstract Algebra,76,3.05
891,MATH,441,Differential Equations,141,3.02
892,MATH,442,Intro Partial Diff Equations,59,2.69
893,MATH,444,Elementary Real Analysis,95,3.22
894,MATH,446,Applied Complex Variables,67,3.12
895,MATH,453,Elementary Theory of Numbers,51,3.23
896,MATH,461,Probability Theory,76,3.01
897,MATH,482,Linear Programming,28,3.28
898,MATH,484,Nonlinear Programming,33,3.41
899,MATH,490,Computational Math,26,3.21
900,MATH,540,Real Analysis,22,3.33
901,MBA,503,Strategy,200,3.72
902,MBA,504,Global Strategy,200,3.41
903,MCB,100,Introductory Microbiology,248,2.96
904,MCB,101,Intro Microbiology Laboratory,164,3.32
905,MCB,150,Molec & Cellular Basis of Life,252,3.01
906,MCB,246,Human Anatomy & Physiology II,423,2.81
907,MCB,247,Human Anat & Physiol Lab II,342,2.49
908,MCB,250,Molecular Genetics,65,2.71
909,MCB,251,Exp Techniqs in Molecular Biol,42,3.51
910,MCB,252,"Cells, Tissues & Development",111,3.27
911,MCB,253,Exp Techniqs in Cellular Biol,155,3.84
912,MCB,270,Medical Genetics,83,3.36
913,MCB,300,Microbiology,112,3.08
914,MCB,301,Experimental Microbiology,144,3.31
915,MCB,317,Genetics and Genomics,182,2.94
916,MCB,320,Mechanisms of Human Disease,94,3.42
917,MCB,354,Biochem & Phys Basis of Life,42,2.51
918,MCB,402,Sys & Integrative Physiology,107,3.55
919,MCB,410,"Dev Bio, Stem Cells, Regen Med",32,3.42
920,MCB,432,Computing in Molecular Biology,24,3.56
921,MCB,435,Evolution of InfectiousDisease,43,3.41
922,MCB,450,Introductory Biochemistry,273,2.86
923,MCB,458,Basic Human Pathology,45,3.43
924,MCB,462,Integrative Neuroscience,91,3.51
925,MCB,465,Human Metabolic Disease,42,3.25
926,MCB,480,Eukaryotic Cell Signaling,54,3.74
927,MCB,493,Epigenetics,22,3.55
928,MDIA,223,Watching the Environment,77,2.68
929,MDIA,270,Introduction to Media Sales,63,3.55
930,MDIA,320,Media Sales Management,98,3.6
931,MDIA,370,Advanced Media Sales,140,3.35
932,MDIA,380,21st Century Documentaries,21,3.65
933,ME,170,Computer-Aided Design,112,3.69
934,ME,199,Undergraduate Open Seminar,152,3.91
935,ME,200,Thermodynamics,251,3.4
936,ME,270,Design for Manufacturability,103,3.69
937,ME,310,Fundamentals of Fluid Dynamics,105,2.97
938,ME,320,Heat Transfer,96,2.69
939,ME,330,Engineering Materials,102,2.61
940,ME,340,Dynamics of Mechanical Systems,82,3.47
941,ME,360,Signal Processing,69,3.35
942,ME,370,Mechanical Design I,89,3.26
943,ME,371,Mechanical Design II,56,3.6
944,ME,400,Energy Conversion Systems,34,3.26
945,ME,412,Numerical Thermo-Fluid Mechs,23,3.9
946,ME,431,Mechanical Component Failure,48,3.88
947,ME,465,Optics: Theory & Applications,28,3.91
948,ME,470,Senior Design Project,136,3.64
949,ME,471,Finite Element Analysis,40,3.44
950,ME,472,Introduction to Tribology,24,3.75
951,ME,481,Whole-Body Musculoskel Biomech,34,3.89
952,ME,483,Mechanobiology,26,3.65
953,ME,487,MEMS-NEMS Theory & Fabrication,25,3.57
954,ME,498,Bio-Inspired Design,28,3.77
955,MSE,183,Freshman Materials Laboratory,56,3.95
956,MSE,201,Phases and Phase Relations,36,2.84
957,MSE,206,Mechanics for MatSE,49,3.3
958,MSE,280,Engineering Materials,59,3.39
959,MSE,304,Electronic Properties of Matls,61,3.38
960,MSE,308,Materials Laboratory II,79,3.64
961,MSE,395,Materials Design,100,3.94
962,MSE,402,Kinetic Processes in Materials,90,3.13
963,MSE,405,Microstructure Determination,83,2.76
964,MSE,422,Electrical Ceramics,22,3.24
965,MSE,441,Metals Processing,25,3.03
966,MSE,450,Polymer Science & Engineering,72,3.25
967,MSE,453,Plastics Engineering,38,2.9
968,MSE,458,Polymer Physics,22,3.24
969,MSE,460,Electronic Materials I,21,3.4
970,MSE,473,Biomolecular Materials Science,41,3.42
971,MSE,474,Biomaterials and Nanomedicine,52,3.6
972,MUS,130,Introd to the Art of Music,128,3.36
973,MUS,133,Introduction to World Music,451,3.39
974,MUS,240,Orientation Mus Tchg Lrng K-HS,42,3.77
975,MUS,244,Social Foundations of Music Ed,35,3.53
976,MUS,250,U of I Symphony Orchestra,44,3.93
977,MUS,261,University Mixed Chorus,82,3.88
978,MUS,263,Men's Glee Club,38,3.92
979,MUS,314,The History of Music II,80,3.26
980,MUS,342,Music in Childhood,29,3.68
981,MUS,400,Counterpoint and Fugue,25,3.65
982,MUS,408,Analysis of Musical Form,22,3.58
983,MUS,414,Music & Mental Illness,26,2.71
984,MUS,434,Assessment/Eval in Music Ed,24,3.36
985,MUS,450,U of I Symphony Orchestra,35,3.96
986,MUS,499,Popular Music Production,61,3.67
987,MUSE,250,The World Through Museums,59,3.29
988,NPRE,101,Introduction to Energy Sources,49,2.88
989,NPRE,199,Undergraduate Seminar,34,3.96
990,NPRE,402,Nuclear Power Engineering,114,3.49
991,NPRE,421,Plasma and Fusion Science,35,3.1
992,NPRE,441,Radiation Protection,37,3.8
993,NPRE,447,Radiation Interact w/Matter II,32,3.21
994,NPRE,455,Neutron Diffusion & Transport,39,2.97
995,NPRE,458,Design in NPRE,28,3.72
996,NPRE,470,Fuel Cells & Hydrogen Sources,49,3.29
997,NPRE,475,Wind Power Systems,89,3.89
998,NPRE,483,Seminar on Security,21,3.56
999,NRES,101,Wildlife Conserv 21st Century,286,2.82
1000,NRES,102,Introduction to NRES,332,2.9
1001,NRES,105,Climate Change and Ecosystems,85,2.55
1002,NRES,201,Introductory Soils,83,2.4
1003,NRES,287,Environment and Society,147,2.88
1004,NRES,325,Natural Resource Policy Mgmt,47,3.2
1005,NRES,401,Watershed Hydrology,24,3.33
1006,NRES,407,Wildlife Population Ecology,27,3.15
1007,NRES,420,Restoration Ecology,27,3.32
1008,NRES,421,Quantitative Methods in NRES,86,3.12
1009,NRES,456,Integrative Ecosystem Mgmt,61,3.35
1010,NRES,474,Soil and Water Conservation,32,3.44
1011,NRES,488,Soil Fertility and Fertilizers,39,2.81
1012,NRES,499,NRES 456 Group Project,56,3.41
1013,NUTR,510,Essential Fats and Cholesterol,21,3.7
1014,NUTR,511,Regulation of Metabolism,22,3.53
1015,PHIL,101,Introduction to Philosophy,47,3.15
1016,PHIL,102,Logic and Reasoning,339,3.1
1017,PHIL,103,Logic and Reasoning QR II,45,2.65
1018,PHIL,107,Intro to Political Philosophy,23,3.58
1019,PHIL,203,Ancient Philosophy,69,2.75
1020,PHIL,206,Early Modern Philosophy,40,2.91
1021,PHIL,214,Biomedical Ethics,46,3.3
1022,PHIL,414,Major Recent Philosophers,28,3.74
1023,PHIL,421,Ethical Theories,28,2.74
1024,PHIL,426,Metaphysics,25,3.4
1025,PHIL,438,Philosophy of Language,21,2.8
1026,PHYS,101,College Physics: Mech & Heat,283,2.75
1027,PHYS,102,College Physics: E&M & Modern,342,2.83
1028,PHYS,123,Physics Made Easy,64,3.76
1029,PHYS,211,University Physics: Mechanics,1069,2.99
1030,PHYS,212,University Physics: Elec & Mag,659,2.76
1031,PHYS,213,Univ Physics: Thermal Physics,528,2.92
1032,PHYS,214,Univ Physics: Quantum Physics,541,2.6
1033,PHYS,225,Relativity & Math Applications,115,3.08
1034,PHYS,280,Nuclear Weapons & Arms Control,62,3.76
1035,PHYS,325,Classical Mechanics I,100,2.83
1036,PHYS,326,Classical Mechanics II,71,2.85
1037,PHYS,398,Soph/Junr Special Topics Phys,25,3.71
1038,PHYS,401,Classical Physics Lab,26,2.94
1039,PHYS,402,Light,48,3.16
1040,PHYS,403,Modern Experimental Physics,26,3.77
1041,PHYS,427,Thermal & Statistical Physics,66,3.5
1042,PHYS,435,Electromagnetic Fields I,87,3.43
1043,PHYS,436,Electromagnetic Fields II,59,3.24
1044,PHYS,470,Subatomic Physics,43,3.4
1045,PHYS,486,Quantum Physics I,92,2.97
1046,PHYS,487,Quantum Physics II,45,2.96
1047,PHYS,498,Special Topics in Physics,21,3.3
1048,PHYS,504,Statistical Physics,42,3.53
1049,PHYS,513,Quantum Optics & Information,41,3.74
1050,PHYS,560,Condensed Matter Physics I,30,3.37
1051,PLPA,200,"Plants, Pathogens, and People",127,3.7
1052,PLPA,204,Introductory Plant Pathology,41,3.08
1053,POL,115,Intro to Polish Culture,37,3.72
1054,PS,100,Intro to Political Science,284,3.26
1055,PS,101,Intro to US Gov & Pol,90,3.25
1056,PS,191,Civic Careers,29,3.51
1057,PS,220,Intro to Public Policy,146,2.92
1058,PS,231,Strategic Models,70,2.69
1059,PS,240,Intro to Comp Politics,83,3.5
1060,PS,241,Comp Politics in Dev Nations,32,2.94
1061,PS,270,Intro to Political Theory,111,3.11
1062,PS,280,Intro to Intl Relations,79,3.21
1063,PS,282,Governing Globalization,27,3.52
1064,PS,283,Intro to Intl Security,75,3.18
1065,PS,300,Terrorism,31,3.55
1066,PS,301,The US Constitution I,27,3.27
1067,PS,318,Interests Grps & Soc Movements,106,3.24
1068,PS,343,Gov & Pol of China,22,3.68
1069,PS,377,Justice in the Law,79,3.54
1070,PS,385,Politics of the European Union,50,3.43
1071,PS,386,International Law,79,3.34
1072,PS,390,American Foreign Policy,84,3.2
1073,PSYC,100,Intro Psych,740,2.84
1074,PSYC,201,Intro to Social Psych,438,2.68
1075,PSYC,207,Psych of Prejudice & Discrim,77,3.13
1076,PSYC,210,Behavioral Neuroscience,187,2.57
1077,PSYC,216,Child Psych,212,2.94
1078,PSYC,224,Cognitive Psych,180,2.81
1079,PSYC,230,Perception & Sensory Processes,210,3.47
1080,PSYC,235,Intro to Statistics,36,2.92
1081,PSYC,238,Psychopathol & Probs in Living,366,3.24
1082,PSYC,239,Community Psych,79,3.68
1083,PSYC,245,Industrial Org Psych,145,3.09
1084,PSYC,248,Learning and Memory,162,2.56
1085,PSYC,250,Psych of Personality,131,3.26
1086,PSYC,302,Applied Neuroscience,39,3.18
1087,PSYC,308,Psych Religion & Spirituality,52,3.47
1088,PSYC,318,Psych of the Infant,72,2.96
1089,PSYC,327,Psychology of Human Sexuality,123,3.37
1090,PSYC,328,Psychology of Gender,129,2.7
1091,PSYC,332,Social Psych Methods Lab,137,3.29
1092,PSYC,350,Personality Lab,43,3.37
1093,PSYC,353,Social Cognition,95,3.25
1094,PSYC,361,The Psychology of Aging,141,2.89
1095,PSYC,363,Developmental Child Psych Lab,42,3.23
1096,PSYC,365,"Stress, Trauma and Resilience",210,3.36
1097,PSYC,379,Clinical/Abnormal Psych Lab,92,2.85
1098,PSYC,404,Cognitive Neuroscience,50,3.5
1099,PSYC,413,Psychopharmacology,140,3.12
1100,PSYC,445,Cognitive Neuroscience Lab,28,3.54
1101,PSYC,455,Organizational Psych,122,3.68
1102,PSYC,465,Personality and Soc Dev,65,3.14
1103,PSYC,496,Schizotypy & Schizophrenia,54,3.61
1104,PSYC,507,Statistical Methods II,31,3.61
1105,REHB,330,Disability in American Society,77,3.25
1106,REHB,435,Work and Disability,30,3.21
1107,REL,109,Religion & Society in West II,92,3.59
1108,REL,110,World Religions,439,3.65
1109,REL,132,Zen,31,3.67
1110,REL,208,Cultures & Lits of South Asia,47,3.98
1111,REL,235,History of Religion in America,21,3.37
1112,REL,287,Introduction to Buddhism,34,2.72
1113,RHET,233,Adv Rhetoric & Composition,47,3.53
1114,RST,100,RST in Modern Society,143,2.87
1115,RST,101,Orientation to RST,66,3.33
1116,RST,120,"Parks, Recreation, Environment",26,3.18
1117,RST,130,Foundations of Sport Mgt,93,2.79
1118,RST,150,Foundations of Tourism,27,3.12
